host_ip,rssi_dbm,dist_m
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-22.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-20.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
172.20.10.3,-21.00,0.000
